gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000097707	2.494747	0.07420463	0.53284226	0.02350624	0.334341
ENSMUSG00000097709	28.98149	0.02088244	0.12426756	0.614658	0.8979686
ENSMUSG00000097710	1.844708	-0.02006196	0.17717964	0.2256274	NA
ENSMUSG00000097711	0.226165	0.007262142	0.2308868	0.5171987	NA
ENSMUSG00000097712	1.689695	0.01288413	0.1943436	0.3468349	NA
ENSMUSG00000097713	0.6304995	-0.006891879	0.18900263	0.5712599	NA
ENSMUSG00000097714	0.5426255	0	0.21133318	1	NA
ENSMUSG00000097715	20.77233	0.08929491	0.16118653	0.02347422	0.3341422
ENSMUSG00000097716	2.572236	0.001010582	0.13888539	0.9528891	0.9891011
ENSMUSG00000097717	0.0378356	0.005574103	0.22446132	0.6115388	NA
ENSMUSG00000097718	3.022311	0.02356737	0.33191989	0.1160766	0.5652789
ENSMUSG00000097719	0.0378356	0.005574103	0.22446132	0.6115388	NA
ENSMUSG00000097722	0.2765632	0.003525138	0.21788281	0.7438562	NA
ENSMUSG00000097723	3.52462	1.474366	2.51658763	0.0002814775	0.03723344
ENSMUSG00000097724	4.185085	0.03831852	0.27986576	0.07097647	0.4893571
ENSMUSG00000097725	0.1468428	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097726	3.054422	0.002877763	0.14511274	0.8448103	0.9655546
ENSMUSG00000097727	3.540904	0.01622473	0.14276897	0.3980546	0.7984807
ENSMUSG00000097728	8.668515	0.05088281	0.1671464	0.06339098	0.4734264
ENSMUSG00000097729	63.4748	-0.07479133	0.1230757	0.1377096	0.5897563
ENSMUSG00000097730	11.31668	0.004019421	0.12960521	0.8938751	0.9770942
ENSMUSG00000097731	17.03043	0.120903	0.45660567	0.008117947	0.2190061
ENSMUSG00000097732	19.63896	0.06097926	0.13729339	0.09482584	0.5342223
ENSMUSG00000097734	5.77472	0.0297508	0.15692219	0.1633828	0.6197906
ENSMUSG00000097736	404.604	0.1505869	0.13125643	0.01143619	0.2494545
ENSMUSG00000097737	1.079686	0.0160105	0.26282076	0.2382254	NA
ENSMUSG00000097738	0.4661811	0.003673113	0.20577401	0.742491	NA
ENSMUSG00000097740	0.6506491	0.01599635	0.25820369	0.2422425	NA
ENSMUSG00000097742	0.07489038	0	0.21433687	1	NA
ENSMUSG00000097743	51.85536	0.1012494	0.13080782	0.04414763	0.4288343
ENSMUSG00000097744	0.07217922	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097745	2.12144	0.009217215	0.14710912	0.5568146	0.874518
ENSMUSG00000097746	6.548454	0.04217899	0.17340134	0.08119243	0.50563
ENSMUSG00000097747	5.026904	-0.0234817	0.13860634	0.3178137	0.7549411
ENSMUSG00000097748	8.333804	0.4628495	1.15461559	0.001367467	0.09628942
ENSMUSG00000097749	14.19984	-0.02128831	0.13192358	0.4593064	0.8309032
ENSMUSG00000097750	50.81986	0.01466202	0.12244042	0.7386624	0.937144
ENSMUSG00000097751	4.336142	0.0276036	0.36010359	0.08664927	0.5203171
ENSMUSG00000097754	0.154875	0.0002605009	0.21405221	0.9804576	NA
ENSMUSG00000097756	13.46357	0.005532148	0.12910936	0.859436	0.9689265
ENSMUSG00000097757	3.672912	-0.01750435	0.14129264	0.3857166	0.7948057
ENSMUSG00000097759	1.207699	0.001072621	0.15260069	0.9350034	NA
ENSMUSG00000097760	13.98179	0.02176193	0.1335385	0.4181538	0.8074475
ENSMUSG00000097761	2.425272	-0.001344124	0.14120547	0.9326255	0.9834813
ENSMUSG00000097762	4.209786	0.01067126	0.14248224	0.5400139	0.8690775
ENSMUSG00000097763	0.09797146	0	0.21433687	1	NA
ENSMUSG00000097764	1.231884	0.01274366	0.20066971	0.3463398	NA
ENSMUSG00000097766	0.05631087	0	0.21433687	1	NA
ENSMUSG00000097767	650.2552	-0.02815055	0.12561343	0.4826785	0.8418039
ENSMUSG00000097768	0.5442066	0.009394575	0.2370739	0.4223027	NA
ENSMUSG00000097769	69.67202	0.165813	0.19435999	0.003081295	0.1412438
ENSMUSG00000097770	1.042294	0.01925686	0.27684159	0.1874097	NA
ENSMUSG00000097772	52.8193	-0.1088331	0.12716737	0.0425407	0.4230994
ENSMUSG00000097773	0.6860452	-0.002623126	0.16775164	0.8286276	NA
ENSMUSG00000097774	4.61983	0.02845727	0.36604427	0.08176123	0.5060616
ENSMUSG00000097775	0.8094025	0.01734052	0.24117847	0.2306424	NA
ENSMUSG00000097777	17.30575	0.02081387	0.1312105	0.4832226	0.8420023
ENSMUSG00000097781	8.018398	0.01013832	0.1362045	0.6258646	0.9008299
ENSMUSG00000097783	3.946265	-0.04211965	0.19443496	0.07042928	0.4871812
ENSMUSG00000097784	3.553794	0.006281118	0.13824924	0.7307749	0.9355751
ENSMUSG00000097785	30.72785	-0.002338243	0.11898918	0.9615337	0.9909094
ENSMUSG00000097786	0.5189999	0.004939725	0.17155007	0.6877155	NA
ENSMUSG00000097787	25.37994	-0.069503	0.12948076	0.1130786	0.562395
ENSMUSG00000097788	5.298281	0.03003258	0.15121599	0.1764276	0.6332295
ENSMUSG00000097789	46.17573	0.08572454	0.131701	0.06394363	0.4758069
ENSMUSG00000097791	5.389049	-0.002130706	0.1356443	0.9146328	0.9804402
ENSMUSG00000097792	3.256794	0.140067	0.77948996	0.008806281	0.224633
ENSMUSG00000097793	9.484606	-0.02460596	0.13111695	0.4234877	0.8102768
ENSMUSG00000097794	2.835932	0.006316549	0.14128837	0.7042855	0.9283281
ENSMUSG00000097796	16.16931	-0.07191174	0.2165113	0.02329271	0.3338681
ENSMUSG00000097797	16.25653	0.01424405	0.13256945	0.5852319	0.8867542
ENSMUSG00000097798	0.2137444	-0.003351689	0.21677984	0.756289	NA
ENSMUSG00000097799	21.23934	2.372093	1.97525885	7.66168e-05	0.01823171
ENSMUSG00000097800	2.289064	-0.01260495	0.1466633	0.4552308	0.830072
ENSMUSG00000097801	19.01806	-0.02115485	0.13159533	0.4687676	0.8355121
ENSMUSG00000097803	0.4780875	0.008574765	0.19776727	0.4890164	NA
ENSMUSG00000097805	1.214634	-0.004347974	0.18679443	0.7110189	NA
ENSMUSG00000097806	5.818329	-0.02356332	0.15233581	0.2328474	0.6859751
ENSMUSG00000097809	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097810	1.500732	0.04234365	0.40711071	0.05411802	NA
ENSMUSG00000097811	2.34889	0.002740276	0.14925368	0.842522	0.9646134
ENSMUSG00000097814	21.71302	0.01618312	0.12771822	0.6434931	0.9074465
ENSMUSG00000097815	13.63896	0.411178	0.96755402	0.001236451	0.0908644
ENSMUSG00000097816	0.3469748	0.001902334	0.21442652	0.8589555	NA
ENSMUSG00000097817	0.4804221	-0.003541844	0.20400486	0.751973	NA
ENSMUSG00000097819	0.1285405	0	0.21433687	1	NA
ENSMUSG00000097820	39.89789	-0.01705528	0.12285245	0.6946306	0.9241945
ENSMUSG00000097821	0.3395696	0.01006566	0.24448335	0.389544	NA
ENSMUSG00000097823	71.62707	-0.03337701	0.11914224	0.5003729	0.8493983
ENSMUSG00000097824	4.779039	0.3235586	1.00644671	0.002485741	0.1295155
ENSMUSG00000097825	37.42822	0.02110943	0.12450035	0.6077159	0.8955789
ENSMUSG00000097827	8.317231	-0.02323867	0.13837146	0.3236825	0.7583141
ENSMUSG00000097828	2.807843	0.01923118	0.19781087	0.2198403	0.673709
ENSMUSG00000097831	0.7814643	-0.009827835	0.18211093	0.4527729	NA
ENSMUSG00000097832	0.313869	0.003435667	0.20199992	0.7599333	NA
ENSMUSG00000097834	0.9589658	0.02684997	0.31395496	0.1158645	NA
ENSMUSG00000097835	7.971169	0.03711955	0.14416221	0.1562288	0.6129432
ENSMUSG00000097836	0.5497805	0.01389028	0.21123958	0.3112942	NA
ENSMUSG00000097837	21.8101	0.05733707	0.17387427	0.04762835	0.4370184
ENSMUSG00000097838	58.27427	0.03757058	0.11616368	0.4779632	0.8394633
ENSMUSG00000097839	0.5503091	0.01037395	0.21624667	0.4082944	NA
ENSMUSG00000097840	1.329198	-0.008563074	0.15483075	0.5488938	NA
ENSMUSG00000097841	0.3174573	-0.004826081	0.22047551	0.6591997	NA
ENSMUSG00000097842	21.39215	-0.00135724	0.12951678	0.9641908	0.9917161
ENSMUSG00000097845	1.841393	0.0202207	0.24264421	0.1904242	NA
ENSMUSG00000097847	0.2297499	0	0.21433687	1	NA
ENSMUSG00000097848	0.674275	0.00496797	0.18259174	0.6774442	NA
ENSMUSG00000097852	0.425758	0.006768207	0.22885067	0.5434297	NA
ENSMUSG00000097853	0.04285809	0	0.21433687	1	NA
ENSMUSG00000097854	0.9397565	0.01663631	0.27953864	0.2129206	NA
ENSMUSG00000097855	7.731578	0.01144468	0.13369686	0.6315672	0.902451
ENSMUSG00000097857	1.484849	0.0394657	0.39329509	0.06032525	NA
ENSMUSG00000097858	3.795597	0.000317361	0.13679443	0.9864303	0.9977374
ENSMUSG00000097859	53.91713	0.039106	0.13141478	0.2532036	0.707164
ENSMUSG00000097860	0.4488186	0.003135891	0.19390671	0.7832811	NA
ENSMUSG00000097861	0.07489038	0	0.21433687	1	NA
ENSMUSG00000097862	0.2158318	0.006768207	0.22885067	0.5434297	NA
ENSMUSG00000097863	2.142015	-0.01091973	0.15673923	0.4605651	0.8311665
ENSMUSG00000097864	0.0392667	0	0.21433687	1	NA
ENSMUSG00000097867	11.96666	-0.006939233	0.13071736	0.8048212	0.955928
ENSMUSG00000097868	5.289428	0.01597775	0.13382363	0.5207822	0.8580028
ENSMUSG00000097869	4.030324	0.006489401	0.13947724	0.7116745	0.9291425
ENSMUSG00000097870	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097871	1.049751	-0.002937225	0.18459788	0.8001348	NA
ENSMUSG00000097872	33.42081	4.655693	2.17342473	1.145398e-05	0.006628635
ENSMUSG00000097873	0.1157175	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097874	0.6115423	0.01356859	0.22424669	0.3120336	NA
ENSMUSG00000097875	0.5629467	0.01346305	0.24639638	0.2989005	NA
ENSMUSG00000097876	7.42672	0.0311689	0.16797704	0.1352155	0.5862007
ENSMUSG00000097877	8.372011	0.04312707	0.14982046	0.1094969	0.5569027
ENSMUSG00000097879	34.61148	1.246686	1.78973122	0.0003079962	0.03960959
ENSMUSG00000097881	16.82751	-0.01203256	0.12761683	0.7290053	0.934638
ENSMUSG00000097882	4.690541	0.01959211	0.15859607	0.2652648	0.7179387
ENSMUSG00000097884	33.85251	0.07311979	0.1723137	0.03042997	0.3732759
ENSMUSG00000097885	34.8792	-0.003164419	0.12873498	0.9210123	0.9814274
ENSMUSG00000097887	2.747931	0.009696462	0.14820733	0.5344781	0.8657455
ENSMUSG00000097888	2.926277	-0.001508257	0.14452844	0.9184238	0.9811911
ENSMUSG00000097889	5.232313	0.1240702	0.7822873	0.008757381	0.2240831
ENSMUSG00000097890	6.777979	-0.007456137	0.13510658	0.7256913	0.9337414
ENSMUSG00000097891	3.988251	0	0.21433687	1	1
ENSMUSG00000097892	0.4740051	-0.002659762	0.20328778	0.8108809	NA
ENSMUSG00000097893	1.210424	0.01628018	0.2359332	0.2504954	NA
ENSMUSG00000097899	6.607401	0.0001260206	0.1342548	0.9953273	0.999393
ENSMUSG00000097901	0.1750434	0	0.21433687	1	NA
ENSMUSG00000097902	1.237659	0.02201022	0.29240932	0.1540822	NA
ENSMUSG00000097903	2.148659	0.01980339	0.19265775	0.2151721	0.6691483
ENSMUSG00000097904	2.067516	0.02679437	0.25593082	0.1271072	0.579635
ENSMUSG00000097906	5.236292	-0.0009428174	0.13434315	0.9648749	0.9917664
ENSMUSG00000097907	0.04274889	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097908	62.84384	-0.03983094	0.12049215	0.411291	0.8043688
ENSMUSG00000097911	56.86919	0.06429643	0.13484288	0.09729753	0.5400244
ENSMUSG00000097912	2.011978	-0.007343531	0.14851674	0.6212957	0.8995653
ENSMUSG00000097915	29.99284	0.0192971	0.12375988	0.6472261	0.90842
ENSMUSG00000097917	0.3801246	0.002401952	0.20855016	0.8262272	NA
ENSMUSG00000097918	0.2395484	0.00176774	0.21488809	0.8685057	NA
ENSMUSG00000097919	1.15847	0	0.18683039	1	NA
ENSMUSG00000097921	0.4426321	0.006046596	0.2136484	0.5965723	NA
ENSMUSG00000097922	28.58148	0.03059975	0.13725141	0.2521844	0.7061088
ENSMUSG00000097923	7.36349	0.01434015	0.13588164	0.5200526	0.8579613
ENSMUSG00000097924	10.02085	0.01969245	0.13191215	0.4877471	0.844009
ENSMUSG00000097925	0.3191609	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000097926	19.02972	0.02830559	0.12931813	0.4086199	0.803145
ENSMUSG00000097927	0.458478	0.002502626	0.20703703	0.81995	NA
ENSMUSG00000097928	10.01475	0.1667765	0.50072888	0.00394584	0.1588584
ENSMUSG00000097929	82.8023	-0.06736911	0.12103011	0.1875658	0.6450383
ENSMUSG00000097930	0.2147689	-0.0003232433	0.21389231	0.9757667	NA
ENSMUSG00000097933	1.261746	0.04047658	0.38843692	0.06002106	NA
ENSMUSG00000097934	0.8196303	-0.005980533	0.1631457	0.6433443	NA
ENSMUSG00000097935	0.04352699	0	0.21433687	1	NA
ENSMUSG00000097937	0.0392667	0	0.21433687	1	NA
ENSMUSG00000097939	0.3571901	0.003448068	0.217683	0.7491462	NA
ENSMUSG00000097942	0.1195777	0.007697511	0.23277989	0.4950251	NA
ENSMUSG00000097944	20.03419	-0.05826083	0.13131908	0.1405832	0.5910238
ENSMUSG00000097946	0.09557757	0	0.21433687	1	NA
ENSMUSG00000097948	0.2648492	0.009847941	0.24331922	0.3982135	NA
ENSMUSG00000097949	0.07489038	0	0.21433687	1	NA
ENSMUSG00000097950	0.456723	0.007049681	0.20589351	0.5517776	NA
ENSMUSG00000097954	0.3201234	-0.003503562	0.2002	0.7564716	NA
ENSMUSG00000097956	0.2361908	0.00273366	0.21632184	0.7988813	NA
ENSMUSG00000097958	0.7039248	0.002170557	0.18929758	0.8491675	NA
ENSMUSG00000097959	0.05631087	0	0.21433687	1	NA
ENSMUSG00000097960	15.94493	-0.01733855	0.13251028	0.519833	0.8579613
ENSMUSG00000097961	83.03034	-0.04134498	0.12374305	0.3535808	0.7761009
ENSMUSG00000097962	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097966	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097967	1.480933	0.009111923	0.16443573	0.5039219	NA
ENSMUSG00000097968	0.2313543	0	0.21433687	1	NA
ENSMUSG00000097970	5.322637	-0.01310941	0.13902796	0.5061609	0.8511416
ENSMUSG00000097971	50539.79	0.02243545	0.13954947	0.3223507	0.7576366
ENSMUSG00000097973	0.1588666	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097974	29.47273	-0.0180449	0.12419046	0.6627666	0.9136846
ENSMUSG00000097976	1.04912	0.02951146	0.33080709	0.09920211	NA
ENSMUSG00000097977	0.08549777	-0.0002424003	0.21390401	0.9818237	NA
ENSMUSG00000097979	3.144798	-0.001636519	0.13908678	0.9233821	0.9823214
ENSMUSG00000097981	0.1793665	0.008708382	0.23750344	0.4469279	NA
ENSMUSG00000097983	2.673231	0.003709542	0.1562484	0.7757786	0.9487672
ENSMUSG00000097986	1.147403	0.02057184	0.28346247	0.1707908	NA
ENSMUSG00000097987	0.0392667	0	0.21433687	1	NA
ENSMUSG00000097988	0.05631087	0	0.21433687	1	NA
ENSMUSG00000097989	1.313045	0.000512105	0.1501068	0.9697101	NA
ENSMUSG00000097990	1.455803	0.02493339	0.2692391	0.1389678	NA
ENSMUSG00000097991	0.4751592	0.0001643826	0.20028782	0.9881302	NA
ENSMUSG00000097993	93.40726	-0.004641846	0.12832439	0.887521	0.9748281
ENSMUSG00000097994	51.90565	0.09500066	0.12467348	0.0708788	0.4892301
ENSMUSG00000097995	0.7511662	0	0.18486312	1	NA
ENSMUSG00000097997	0.3571293	0.01024962	0.24547925	0.3823732	NA
ENSMUSG00000097998	8.128491	0.02122153	0.14127087	0.3238324	0.7583141
ENSMUSG00000098000	0.4399838	0.01118625	0.25068846	0.3480223	NA
ENSMUSG00000098001	0.05866477	0.0005962035	0.21423382	0.9552944	NA
ENSMUSG00000098002	0.169841	-0.0009229483	0.21396454	0.9309811	NA
ENSMUSG00000098004	0.04284684	0	0.21433687	1	NA
ENSMUSG00000098006	0.2786998	0.003442456	0.20355752	0.7586658	NA
ENSMUSG00000098007	0.2934635	0.004793177	0.22162634	0.660003	NA
ENSMUSG00000098008	0.7058353	-0.008780834	0.20375588	0.476391	NA
ENSMUSG00000098009	1.370752	-0.0007390212	0.15199076	0.9554146	NA
ENSMUSG00000098012	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098013	0.04285809	0	0.21433687	1	NA
ENSMUSG00000098014	0.3507538	0	0.20716379	1	NA
ENSMUSG00000098016	0.05657123	0.0006707557	0.21428573	0.9497131	NA
ENSMUSG00000098019	0.7092708	-0.00424606	0.160323	0.7394904	NA
ENSMUSG00000098021	1.019246	0.01111475	0.16868342	0.4268012	NA
ENSMUSG00000098022	48.42958	0.0756827	0.12498463	0.1217349	0.5731489
ENSMUSG00000098023	0.08571617	0	0.21433687	1	NA
ENSMUSG00000098024	3.33845	-0.01020851	0.15004418	0.5085248	0.8517882
ENSMUSG00000098025	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000098027	1.039506	-0.005265655	0.16557819	0.6766337	NA
ENSMUSG00000098028	0.06349146	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098029	1.390395	0.00438385	0.15636078	0.7383881	NA
ENSMUSG00000098035	0.05657123	0.0006707557	0.21428573	0.9497131	NA
ENSMUSG00000098038	1.236003	0.01701135	0.24647916	0.233443	NA
ENSMUSG00000098040	0.07853339	0	0.21433687	1	NA
ENSMUSG00000098041	12.70771	0.03481244	0.40963914	0.05509115	0.4551738
ENSMUSG00000098047	0.1403481	-0.000355588	0.21388907	0.9733443	NA
ENSMUSG00000098048	0.1015229	0.0005962025	0.21423382	0.9552944	NA
ENSMUSG00000098050	2.325766	-0.004698871	0.14145301	0.7721146	0.947631
ENSMUSG00000098051	77.74354	0.03325921	0.11856739	0.5074211	0.8511416
ENSMUSG00000098052	0.1904744	-0.002816231	0.21579999	0.7934823	NA
ENSMUSG00000098055	2.392815	0.001623666	0.1432248	0.9145914	0.9804402
ENSMUSG00000098056	0.1984999	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098057	1.143699	0.01278414	0.18710409	0.3552866	NA
ENSMUSG00000098061	247.1025	0.09737372	0.12785834	0.05660083	0.4575547
ENSMUSG00000098062	1.205068	0.02061022	0.30001898	0.1582487	NA
ENSMUSG00000098065	0.1178001	0	0.21433687	1	NA
ENSMUSG00000098066	3.912497	0.003459678	0.13545243	0.8640868	0.9696911
ENSMUSG00000098067	0.07489038	0	0.21433687	1	NA
ENSMUSG00000098068	1.983387	-0.004922562	0.15004606	0.7255133	0.9337414
ENSMUSG00000098072	0.06349146	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098074	0.0392667	0	0.21433687	1	NA
ENSMUSG00000098075	0.6217106	-0.01165311	0.18472705	0.3896927	NA
ENSMUSG00000098076	2.272959	0.008708163	0.14923257	0.5646695	0.8776439
ENSMUSG00000098078	0.2120398	0.0006707547	0.21428573	0.9497132	NA
ENSMUSG00000098080	0.04352699	0	0.21433687	1	NA
ENSMUSG00000098081	0.2157562	0.00273366	0.21632184	0.7988813	NA
ENSMUSG00000098087	4.897653	0.0001480085	0.13439325	0.9944632	0.9992087
ENSMUSG00000098088	0.2635189	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000098090	2.767286	0.04154194	0.31725292	0.06181457	0.4684676
ENSMUSG00000098091	1.075036	0.02063488	0.21836173	0.1921976	NA
ENSMUSG00000098092	0.1126217	0	0.21433687	1	NA
ENSMUSG00000098093	8.55314	-0.02350718	0.13202346	0.4210537	0.8091204
ENSMUSG00000098097	26.81214	0.04939857	0.1325271	0.170933	0.6288307
ENSMUSG00000098098	2.465296	-0.01787539	0.17499432	0.2610555	0.7153725
ENSMUSG00000098101	0.7470297	0.01300318	0.26134795	0.2908873	NA
ENSMUSG00000098102	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000098103	0.0392667	0	0.21433687	1	NA
ENSMUSG00000098104	0.4223645	-0.0007273967	0.20543594	0.9468837	NA
ENSMUSG00000098105	0.1425867	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098108	1.07284	0.01966902	0.21744157	0.2048966	NA
ENSMUSG00000098110	0.4409806	0.007058523	0.23003268	0.5278736	NA
ENSMUSG00000098111	1.021781	0.007469369	0.16575101	0.5689393	NA
ENSMUSG00000098112	21.59514	-0.03920084	0.13264152	0.2350027	0.6885268
ENSMUSG00000098113	0.7141631	0.01299662	0.19925527	0.3405186	NA
ENSMUSG00000098118	0.08571617	0	0.21433687	1	NA
ENSMUSG00000098120	5.670795	-0.002657348	0.13286718	0.9108821	0.9793106
ENSMUSG00000098121	0.7669445	0.01642349	0.24796057	0.2420987	NA
ENSMUSG00000098123	1.323788	0.02307506	0.22496705	0.1634297	NA
ENSMUSG00000098128	16.03439	0.00394712	0.12836885	0.9039216	0.9780161
ENSMUSG00000098129	0.201926	-0.001992609	0.21469784	0.8523214	NA
ENSMUSG00000098130	0.2635189	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000098132	21.11987	-0.02867448	0.14604095	0.207421	0.6637234
ENSMUSG00000098134	50.83444	-0.05586765	0.13264942	0.1396454	0.5897563
ENSMUSG00000098136	0.1435216	-0.001942589	0.21464724	0.8559498	NA
ENSMUSG00000098138	0.1418086	-0.0002424003	0.21390401	0.9818237	NA
ENSMUSG00000098139	0.1309325	0.00432117	0.2203023	0.690318	NA
ENSMUSG00000098141	0.1704679	0	0.21433687	1	NA
ENSMUSG00000098142	0.9888378	0.01660198	0.24781783	0.2392769	NA
ENSMUSG00000098143	2.081778	0.0207954	0.31263377	0.1445122	0.5975682
ENSMUSG00000098146	2.536127	0.002367878	0.14077031	0.8836533	0.9736941
ENSMUSG00000098149	0.1507126	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098151	2.735537	-0.01027149	0.16612581	0.4590091	0.8309032
ENSMUSG00000098153	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000098154	0.07217922	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098158	0.8248041	0.005596613	0.15803713	0.6718495	NA
ENSMUSG00000098160	1.127879	0.0101873	0.17113322	0.4534235	NA
ENSMUSG00000098164	1.983125	0.00505048	0.15087701	0.7166768	0.9305944
ENSMUSG00000098166	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000098172	0.3474895	-0.003022335	0.21141522	0.7820954	NA
ENSMUSG00000098175	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000098176	45.00053	-0.00983297	0.11756332	0.845025	0.9655546
ENSMUSG00000098178	98343.57	0.04755881	0.29935462	0.04833294	0.4388253
ENSMUSG00000098181	0.04285809	0	0.21433687	1	NA
ENSMUSG00000098183	9.097212	0.03297782	0.14822208	0.1655982	0.6230772
ENSMUSG00000098187	0.1026469	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000098188	104.8564	-0.1151247	0.13689777	0.02394991	0.3352444
ENSMUSG00000098192	0.7228613	0.004083804	0.15673064	0.754122	NA
ENSMUSG00000098193	0.05444447	0	0.21433687	1	NA
ENSMUSG00000098196	0.7162866	0.01300318	0.26134795	0.2908873	NA
ENSMUSG00000098197	0.3485324	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000098198	0.9233001	-0.006842424	0.1713677	0.5897439	NA
ENSMUSG00000098199	0.8243753	0.0002750185	0.16692472	0.9817457	NA
ENSMUSG00000098200	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000098201	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000098202	114.6812	0.03570185	0.14096363	0.1816067	0.6391439
ENSMUSG00000098204	0.9356968	0.02693094	0.28755495	0.1220936	NA
ENSMUSG00000098206	17.50333	-0.02138368	0.1281432	0.5401188	0.8690775
ENSMUSG00000098207	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000098208	0.5028389	-0.001117051	0.16316794	0.9272867	NA
ENSMUSG00000098210	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000098211	0.9581995	0.009695597	0.17805996	0.4618759	NA
ENSMUSG00000098217	0.05631087	0	0.21433687	1	NA
ENSMUSG00000098219	0.0392667	0	0.21433687	1	NA
ENSMUSG00000098221	5.679934	-0.002798101	0.13488722	0.8930321	0.9770942
ENSMUSG00000098222	0.2282239	0.005094493	0.21190707	0.6510386	NA
ENSMUSG00000098223	0.04285809	0	0.21433687	1	NA
ENSMUSG00000098224	0.2878704	-0.0004380522	0.21166411	0.9674018	NA
ENSMUSG00000098225	0.05631087	0	0.21433687	1	NA
ENSMUSG00000098226	0.0378356	0.005574103	0.22446132	0.6115388	NA
ENSMUSG00000098232	0.6861784	0.01231802	0.23642197	0.334753	NA
ENSMUSG00000098233	1.082379	0.022438	0.3018514	0.145498	NA
ENSMUSG00000098234	66.29647	-0.0318766	0.11473518	0.5547758	0.8737878
ENSMUSG00000098235	0.7482699	0.0006729873	0.18482644	0.9530931	NA
ENSMUSG00000098236	0.2307844	-0.0003625682	0.21284837	0.9729128	NA
